date,300015 excess return,600428 excess return,000878 excess return,600096 excess return
2019-01-02,-0.06256301369863014,-6.301369863013698e-05,-0.0016630136986301371,-0.009463013698630136
2019-01-03,0.007046082191780822,0.009546082191780821,0.005346082191780822,-5.391780821917808e-05
2019-01-04,0.035454821917808216,0.02585482191780822,0.020854821917808217,0.011754821917808219
2019-01-07,0.01136035616438356,0.02186035616438356,0.01986035616438356,0.007760356164383562
2019-01-08,-0.0038387397260273974,0.006461260273972603,-0.012338739726027398,-0.0031387397260273973
2019-01-09,0.008657068493150684,-0.009042931506849317,0.002557068493150685,-4.293150684931507e-05
2019-01-10,0.005152246575342466,0.009052246575342466,-0.006247753424657534,0.0007522465753424658
2019-01-11,-0.011946794520547945,0.008953205479452057,0.014553205479452054,0.007753205479452055
2019-01-14,-0.00985145205479452,-5.1452054794520546e-05,-5.1452054794520546e-05,-0.007751452054794521
2019-01-15,0.02313849315068493,-6.15068493150685e-05,0.005138493150684932,0.006938493150684931
2019-01-16,0.02193682191780822,-0.012263178082191779,-6.317808219178082e-05,0.01993682191780822
2019-01-17,-0.006261890410958904,0.003138109589041096,-0.005161890410958905,0.0037381095890410957
2019-01-18,0.01024031506849315,0.01224031506849315,0.026740315068493153,0.021740315068493152
2019-01-21,0.015538630136986302,0.015238630136986302,-0.0025613698630136987,0.021338630136986305
2019-01-22,-0.021161452054794517,-0.038961452054794524,-0.022161452054794518,-0.00876145205479452
2019-01-23,0.002138520547945206,0.009138520547945206,-6.147945205479453e-05,0.024638520547945207
2019-01-24,-0.006562,0.003138,0.000938,-0.014962
2019-01-25,0.003235287671232877,-0.015564712328767123,-0.003664712328767123,-0.011564712328767122
2019-01-28,0.010539890410958904,-0.005960109589041096,0.0061398904109589035,-0.011760109589041095
2019-01-29,0.012943068493150685,-0.028456931506849314,-0.016956931506849314,0.011743068493150684
2019-01-30,-0.01035485205479452,-0.00615485205479452,-0.00835485205479452,-0.00955485205479452
2019-01-31,-0.0004613150684931507,-0.003461315068493151,0.009438684931506848,0.00433868493150685
2019-02-01,0.03994246575342466,0.016342465753424656,0.022342465753424662,-5.753424657534247e-05
2019-02-11,0.02703794520547945,0.012737945205479453,0.019837945205479452,0.01823794520547945
2019-02-12,0.005644739726027396,0.012544739726027397,-0.0010552602739726028,0.027344739726027398
2019-02-13,0.020452821917808218,0.01505282191780822,0.013952821917808217,0.00555282191780822
2019-02-14,-0.004347150684931507,0.003152849315068493,-0.0059471506849315065,-0.0049471506849315065
2019-02-15,-0.00034693150684931504,0.003153068493150685,-0.015946931506849317,-0.016146931506849316
2019-02-18,0.06175007123287671,0.024450071232876715,0.03625007123287671,0.018450071232876716
2019-02-19,0.008046109589041096,0.03264610958904109,-0.0068538904109589046,0.009746109589041095
2019-02-20,-0.016750794520547944,-0.0030507945205479454,0.021949205479452057,-0.003550794520547945
2019-02-21,0.0005443835616438356,-0.017755616438356166,-0.006755616438356165,-0.014655616438356164
2019-02-22,0.008733397260273973,0.014833397260273972,0.021133397260273974,0.005533397260273973
2019-02-25,0.028228630136986305,0.0580286301369863,0.09962863013698631,0.029328630136986302
2019-02-26,-0.010074109589041097,0.013225890410958905,0.045025890410958905,-0.0014741095890410962
2019-02-27,-0.03547271232876712,0.0028272876712328765,-0.022272712328767125,-0.0020727123287671233
2019-02-28,0.03692920547945206,-7.079452054794522e-05,0.006629205479452055,0.003329205479452055
2019-03-01,0.02964095890410959,0.01644095890410959,0.007040958904109588,0.014940958904109588
2019-03-04,0.00024704109589041094,-5.295890410958904e-05,0.00864704109589041,0.00864704109589041
2019-03-05,-0.009862082191780822,0.004937917808219178,0.02093791780821918,0.0006379178082191782
2019-03-06,0.00414317808219178,0.031743178082191785,0.015243178082191782,0.014543178082191782
2019-03-07,-0.03285643835616438,0.022643561643835616,0.04434356164383562,0.009743561643835616
2019-03-08,-0.03615608219178082,-0.07235608219178083,-0.07445608219178083,-0.022756082191780824
2019-03-11,0.03994268493150685,0.05914268493150685,0.01794268493150685,0.029842684931506852
2019-03-12,-0.005864794520547945,-0.004864794520547945,0.0027352054794520554,-0.008464794520547944
2019-03-13,-0.012456958904109588,-0.01575695890410959,-0.014956958904109589,-0.009756958904109589
2019-03-14,0.0018367123287671232,-0.028563287671232878,-0.021263287671232877,-0.011263287671232879
2019-03-15,0.025227260273972603,0.0163272602739726,0.009927260273972604,-0.003372739726027397
2019-03-18,0.03712449315068494,0.03662449315068493,0.028824493150684933,0.010624493150684932
2019-03-19,-0.02237304109589041,0.007426958904109588,-0.007673041095890411,-0.007273041095890411
2019-03-20,-0.002774356164383562,0.012725643835616439,-0.0008743561643835616,0.03912564383561644
2019-03-21,-0.00877290410958904,-0.007472904109589042,0.012027095890410958,0.007627095890410959
2019-03-22,-0.001371780821917808,0.04492821917808219,-0.01767178082191781,-0.014671780821917809
2019-03-25,-0.023469452054794518,-0.028969452054794523,-0.033369452054794524,-0.01616945205479452
2019-03-26,-0.006968356164383562,-0.02716835616438356,-0.01896835616438356,0.03583164383561644
2019-03-27,0.0366373698630137,0.014937369863013698,-0.0009626301369863013,0.054237369863013696
2019-03-28,-0.000355917808219178,0.01734408219178082,-0.02235591780821918,-0.06705591780821918
2019-03-29,0.0475318904109589,-0.009368109589041097,0.039031890410958905,-0.014868109589041096
2019-04-01,0.010936575342465754,0.10363657534246574,0.10003657534246575,0.022736575342465752
2019-04-02,-0.01605358904109589,-0.03135358904109589,0.006046410958904109,-0.0032535890410958905
2019-04-03,-0.0006455616438356163,0.06705443835616437,0.008754438356164384,-4.556164383561643e-05
2019-04-04,-0.005838821917808218,-0.02393882191780822,-0.002638821917808219,0.03446117808219178
